Date,AwayTeam+ID,AwayTeamScore,Assists,Blocked Shots,Defensive Rebounds,DoubleDoubles,Effective Field Goals Percentage,Field Goals Attempted,Field Goals Percentage,Free Throws Percentage,Offensive Rebounds,Personal Fouls,Plus Minus,Points,Possessions,Rebounds,Steals,Three Pointers Percentage,Triple Doubles,True Shooting Percentage,Turnovers,Two Pointers Perctenage,HomeTeam+ID,HomeTeamScore,Assists,Blocked Shots,Defensive Rebounds,Double Doubles,Effective Field Goals Percentage,Field Goals Attempted,Field Goals Percentage,Free Throws Percentage,Offensive Rebounds,Personal Fouls,Plus Minus,Points,Possessions,Rebounds,Steals,Three Pointers Percentage,TripleDoubles,True Shooting Percentage,Turnovers,Two Pointers Perctenage
12/15/2019,PHI7,121,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1,BKN8,148,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
12/15/2019,SAC30,135,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,GS26,107,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1
12/16/2019,CHI11,144,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,OKC18,148,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
12/16/2019,CLE12,153,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,TOR10,180,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
12/16/2019,DAL25,162,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,MIL15,157,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
12/16/2019,MIA4,150,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6,MEM21,160,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
12/16/2019,POR19,150,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5,PHO29,149,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
12/16/2019,SA24,145,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8,HOU22,148,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
12/16/2019,WAS1,180,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,DET14,161,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
12/17/2019,ATL3,162,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1,NY6,194,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
12/17/2019,BKN8,146,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6,NO23,137,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9
12/17/2019,LAL27,138,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4,IND13,142,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1
12/17/2019,ORL5,138,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,UTA17,148,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9
12/17/2019,PHO29,134,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9,LAC28,162,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8
12/17/2019,SAC30,138,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,CHA2,149,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29
12/18/2019,BOS9,148,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5,DAL25,139,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8
12/18/2019,CHA2,133,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29,CLE12,135,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8
12/18/2019,CHI11,149,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,WAS1,148,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29
12/18/2019,GS26,152,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1,POR19,165,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
12/18/2019,MEM21,165,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6,OKC18,171,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
12/18/2019,MIA4,146,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6,PHI7,141,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
12/18/2019,NO23,145,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,MIN16,134,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5
12/18/2019,ORL5,141,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,DEN20,153,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19
12/18/2019,TOR10,152,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60,DET14,134,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
12/19/2019,BKN8,142,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6,SA24,160,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
12/19/2019,HOU22,165,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3,LAC28,158,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8
12/19/2019,LAL27,141,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4,MIL15,150,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
12/19/2019,UTA17,150,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9,ATL3,144,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1
12/20/2019,DAL25,158,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,PHI7,133,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
12/20/2019,DET14,126,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2,BOS9,154,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
12/20/2019,MEM21,145,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6,CLE12,154,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8
12/20/2019,MIN16,135,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,DEN20,148,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19
12/20/2019,NO23,138,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,GS26,144,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1
12/20/2019,NY6,154,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8,MIA4,175,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6
12/20/2019,ORL5,139,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29,POR19,160,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
12/20/2019,PHO29,146,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9,OKC18,171,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
12/20/2019,SAC30,142,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,IND13,161,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1
12/20/2019,WAS1,160,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,TOR10,165,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
12/21/2019,ATL3,152,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1,BKN8,165,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
12/21/2019,CHI11,161,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,DET14,145,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
12/21/2019,HOU22,188,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3,PHO29,169,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
12/21/2019,LAC28,181,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8,SA24,148,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8
12/21/2019,MIL15,167,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4,NY6,138,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
12/21/2019,MIN16,144,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,POR19,153,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
12/21/2019,SAC30,156,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24,MEM21,161,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
12/21/2019,UTA17,154,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9,CHA2,145,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29
12/21/2019,WAS1,146,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,PHI7,169,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
12/22/2019,CHA2,126,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29,BOS9,161,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
12/22/2019,DAL25,145,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8,TOR10,149,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
12/22/2019,DEN20,173,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,LAL27,141,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4
12/22/2019,IND13,121,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1,MIL15,158,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4
12/22/2019,LAC28,152,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8,OKC18,160,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
12/23/2019,ATL3,160,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1,CLE12,164,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8
12/23/2019,CHI11,129,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9,ORL5,139,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29
12/23/2019,DEN20,153,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19,PHO29,150,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9
12/23/2019,HOU22,153,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3,SAC30,141,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24
12/23/2019,MIN16,141,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,GS26,153,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1
12/23/2019,NO23,138,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,POR19,127,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5
12/23/2019,PHI7,169,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1,DET14,148,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
12/23/2019,SA24,196,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8,MEM21,156,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6
12/23/2019,TOR10,156,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60,IND13,162,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1
12/23/2019,UTA17,141,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9,MIA4,145,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6
12/23/2019,WAS1,164,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,NY6,156,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8
12/25/2019,BOS9,160,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5,TOR10,138,31.1,5.5,55.4,1.8,64.3,139.2,55.1,113.8,21.6,32.4,54,175.6,152.5,77,12.8,47.3,0,73.5,21.6,60
12/25/2019,HOU22,141,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3,GS26,157,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1
12/25/2019,LAC28,150,32.4,9.1,45.9,0,80.1,109.4,70.1,95.7,14.9,33.8,67.6,151.3,128.7,60.8,10.8,48,0,82.7,18.9,83.8,LAL27,144,27,12.8,43.2,1.8,70,114.8,58.8,96.5,12.2,32.4,-67.6,137.8,128.7,55.4,7.3,53.2,0,73.4,18.9,62.4
12/25/2019,MIL15,148,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4,PHI7,164,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1
12/25/2019,NO23,152,40.5,12.2,50,1.8,68.9,137.8,57,114.8,21.6,45.9,-54,164.8,152.5,71.6,7.3,57,0,74.3,25.7,56.9,DEN20,135,13.9,1.3,19.7,0.3,30.8,47,24.4,47.3,3.7,13.3,23.2,62.6,58,26.1,3.7,32.6,0,33.7,11,19
12/26/2019,MEM21,149,12.8,2.4,18,0,26,51.6,24.8,38.7,3,18,-55.1,58.6,64.9,23.2,3,5.2,0,28.7,13.9,33.6,OKC18,131,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8
12/26/2019,MIN16,142,13.3,1.3,23.2,0.3,27.9,62.6,24.7,45.6,4,12.8,1.7,73.7,67.4,30.2,3,17.5,0,30.6,4.4,29.5,SAC30,141,5.7,1.7,20.3,0.3,26,50.5,22.7,37.9,4,13.9,-84.1,55.1,63,27.3,1.7,20,0,28,15.1,24
12/26/2019,NY6,127,13.9,0.3,19.7,0.3,30.2,54.5,27.1,41.9,1.7,18.6,-26.1,64.4,63.2,22.6,5.4,19.3,0,31.6,4.7,30.8,BKN8,111,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6
12/26/2019,POR19,156,4.4,1.3,20.3,0.3,26.7,50.5,24,53,4.4,14.5,-23.2,58,58,27.8,3,14.5,0,29.9,11.6,28.5,UTA17,164,5,1.7,22,0.3,27.7,52.2,25.8,40.6,3.7,18,14.5,58,57.3,28.4,1.3,14.5,0,29.3,3.7,29.9
12/26/2019,SA24,133,12.8,1.7,23.8,0,32.1,48.1,29.3,46.7,3.4,10.4,26.1,69.6,63.2,29.6,2,19.3,0,35.1,12.2,32.8,DAL25,138,5.7,1.7,23.8,0,30.5,44.1,26.7,47.4,1.7,12.8,23.2,62.6,60.1,26.7,2,17.7,0,34.6,11,34.8
12/26/2019,WAS1,138,15.1,1,20.9,0.7,26.2,53.9,23.1,48.3,3.7,18.6,-23.2,58,60.1,27.3,2,15.5,0,28.7,5.7,29,DET14,179,15.1,2,20.3,0.3,34.2,45.2,30.5,45.7,3.4,12.2,26.1,69,58.1,26.1,1.7,26.6,0,37.3,10.4,32.2
12/27/2019,CLE12,158,11.6,0.7,25.5,0.7,25.1,51,21.8,38.7,3.4,5,-26.1,49.3,57.5,31.3,2.7,15.4,0,26.1,5.4,25.8,BOS9,175,10.4,0.7,18,0.3,23.2,52.2,21.3,34.1,3.4,16.8,-40.6,53.9,59,23.8,1.3,15.6,0,25.7,3.4,23.5
12/27/2019,IND13,152,15.1,2,15.1,0.7,29.3,51.6,26.7,48.3,3.4,16.2,-26.1,63.8,58.1,20.9,2.7,22.1,0,32.1,5,28.1,MIA4,153,10.4,2.7,23.2,0.3,30,49.3,27.3,49.1,3.7,19.1,55.1,69.6,64.9,29.6,3,22.6,0,34.1,12.2,28.6
12/27/2019,MIL15,152,15.5,2.5,23.5,0.5,27.3,49.6,23.3,25,1.5,13.5,15,58.6,55,26.6,1.8,17.4,0.3,27.4,2.8,28.4,ATL3,116,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1
12/27/2019,OKC18,141,5,1.3,23.8,0,25.9,48.1,22.4,39.3,2.4,13.3,-14.5,55.1,57.3,27.8,1.7,21.5,0,28.5,4.4,22.8,CHA2,138,16.2,1.3,18.6,0.3,36.9,51,29.6,47.1,3,10.4,1.7,73.1,58.9,23.8,1,30.3,0,38.5,11,29
12/27/2019,PHI7,131,13.9,2.4,29,0.7,27.3,49.3,25.2,41.9,4,19.7,40.6,62.1,59,36,2,14,0,30.7,5,31.1,ORL5,133,13.9,1.3,22.6,0.3,28.3,49.9,24.9,33.6,2.4,10.4,26.1,54.5,57.5,26.7,4,17.4,0,28.8,4.4,29
12/27/2019,PHO29,130,18,3,20.3,1,32,56.8,29,48.3,3,14.5,84.1,71.9,63,25.5,4.4,19.3,0,33.9,4.7,33.9,GS26,142,13.5,0,13.5,0,23.3,49.6,19.7,48.4,3.8,10.5,-47.6,61.1,52.8,21,1.8,17.9,0,27.3,3.3,21.1
12/28/2019,ATL3,110,13.5,0.5,17,0.3,29.1,43.1,25.7,42.9,2,3.8,42.6,58.6,48.5,21,2.3,17.8,0,30.9,3.3,30.1,CHI11,157,14.5,1.3,16.8,0.3,29.8,60.9,27.1,47.4,11.6,11.6,-2.9,72.5,58.9,28.4,3.7,17.4,0,31.7,3.4,30.9
12/28/2019,BKN8,133,11,3,22,0.3,32.1,58.6,27.6,33.5,3.4,17.4,-2.9,73.1,67.4,27.8,2.7,25.6,0,32.5,5.4,28.6,HOU22,146,12.5,1.5,23.5,0.8,22.8,45.1,18.4,37.3,2.5,12.5,-15,55.6,55,28.6,1.5,16.7,0,26,3.5,20.3
